dataset,tool,precision,recall
stingseq,alphagenome,0.3805970149253731,0.3893129770992366
stingseq,alphagenome,0.38345864661654133,0.3893129770992366
stingseq,alphagenome,0.38636363636363635,0.3893129770992366
stingseq,alphagenome,0.3893129770992366,0.3893129770992366
stingseq,alphagenome,0.38461538461538464,0.3816793893129771
stingseq,alphagenome,0.3875968992248062,0.3816793893129771
stingseq,alphagenome,0.3828125,0.37404580152671757
stingseq,alphagenome,0.3858267716535433,0.37404580152671757
stingseq,alphagenome,0.38095238095238093,0.366412213740458
stingseq,alphagenome,0.376,0.35877862595419846
stingseq,alphagenome,0.3790322580645161,0.35877862595419846
stingseq,alphagenome,0.37398373983739835,0.3511450381679389
stingseq,alphagenome,0.36885245901639346,0.3435114503816794
stingseq,alphagenome,0.371900826446281,0.3435114503816794
stingseq,alphagenome,0.375,0.3435114503816794
stingseq,alphagenome,0.37815126050420167,0.3435114503816794
stingseq,alphagenome,0.3728813559322034,0.33587786259541985
stingseq,alphagenome,0.37606837606837606,0.33587786259541985
stingseq,alphagenome,0.3706896551724138,0.3282442748091603
stingseq,alphagenome,0.3739130434782609,0.3282442748091603
stingseq,alphagenome,0.37719298245614036,0.3282442748091603
stingseq,alphagenome,0.3805309734513274,0.3282442748091603
stingseq,alphagenome,0.38392857142857145,0.3282442748091603
stingseq,alphagenome,0.3783783783783784,0.32061068702290074
stingseq,alphagenome,0.38181818181818183,0.32061068702290074
stingseq,alphagenome,0.3853211009174312,0.32061068702290074
stingseq,alphagenome,0.37962962962962965,0.31297709923664124
stingseq,alphagenome,0.38317757009345793,0.31297709923664124
stingseq,alphagenome,0.37735849056603776,0.3053435114503817
stingseq,alphagenome,0.37142857142857144,0.29770992366412213
stingseq,alphagenome,0.36538461538461536,0.2900763358778626
stingseq,alphagenome,0.36893203883495146,0.2900763358778626
stingseq,alphagenome,0.3627450980392157,0.2824427480916031
stingseq,alphagenome,0.3564356435643564,0.2748091603053435
stingseq,alphagenome,0.35,0.26717557251908397
stingseq,alphagenome,0.3434343434343434,0.2595419847328244
stingseq,alphagenome,0.3469387755102041,0.2595419847328244
stingseq,alphagenome,0.35051546391752575,0.2595419847328244
stingseq,alphagenome,0.34375,0.25190839694656486
stingseq,alphagenome,0.3473684210526316,0.25190839694656486
stingseq,alphagenome,0.35106382978723405,0.25190839694656486
stingseq,alphagenome,0.3548387096774194,0.25190839694656486
stingseq,alphagenome,0.358695652173913,0.25190839694656486
stingseq,alphagenome,0.3626373626373626,0.25190839694656486
stingseq,alphagenome,0.36666666666666664,0.25190839694656486
stingseq,alphagenome,0.3595505617977528,0.24427480916030533
stingseq,alphagenome,0.36363636363636365,0.24427480916030533
stingseq,alphagenome,0.367816091954023,0.24427480916030533
stingseq,alphagenome,0.37209302325581395,0.24427480916030533
stingseq,alphagenome,0.3764705882352941,0.24427480916030533
stingseq,alphagenome,0.38095238095238093,0.24427480916030533
stingseq,alphagenome,0.3855421686746988,0.24427480916030533
stingseq,alphagenome,0.3780487804878049,0.2366412213740458
stingseq,alphagenome,0.37037037037037035,0.22900763358778625
stingseq,alphagenome,0.375,0.22900763358778625
stingseq,alphagenome,0.3670886075949367,0.22137404580152673
stingseq,alphagenome,0.358974358974359,0.21374045801526717
stingseq,alphagenome,0.36363636363636365,0.21374045801526717
stingseq,alphagenome,0.35526315789473684,0.20610687022900764
stingseq,alphagenome,0.36,0.20610687022900764
stingseq,alphagenome,0.36486486486486486,0.20610687022900764
stingseq,alphagenome,0.3698630136986301,0.20610687022900764
stingseq,alphagenome,0.375,0.20610687022900764
stingseq,alphagenome,0.36619718309859156,0.1984732824427481
stingseq,alphagenome,0.37142857142857144,0.1984732824427481
stingseq,alphagenome,0.37681159420289856,0.1984732824427481
stingseq,alphagenome,0.38235294117647056,0.1984732824427481
stingseq,alphagenome,0.3880597014925373,0.1984732824427481
stingseq,alphagenome,0.3939393939393939,0.1984732824427481
stingseq,alphagenome,0.38461538461538464,0.19083969465648856
stingseq,alphagenome,0.390625,0.19083969465648856
stingseq,alphagenome,0.38095238095238093,0.183206106870229
stingseq,alphagenome,0.3870967741935484,0.183206106870229
stingseq,alphagenome,0.39344262295081966,0.183206106870229
stingseq,alphagenome,0.4,0.183206106870229
stingseq,alphagenome,0.4067796610169492,0.183206106870229
stingseq,alphagenome,0.41379310344827586,0.183206106870229
stingseq,alphagenome,0.42105263157894735,0.183206106870229
stingseq,alphagenome,0.42857142857142855,0.183206106870229
stingseq,alphagenome,0.43636363636363634,0.183206106870229
stingseq,alphagenome,0.42592592592592593,0.17557251908396945
stingseq,alphagenome,0.4339622641509434,0.17557251908396945
stingseq,alphagenome,0.4230769230769231,0.16793893129770993
stingseq,alphagenome,0.4117647058823529,0.16030534351145037
stingseq,alphagenome,0.4,0.15267175572519084
stingseq,alphagenome,0.40816326530612246,0.15267175572519084
stingseq,alphagenome,0.4166666666666667,0.15267175572519084
stingseq,alphagenome,0.425531914893617,0.15267175572519084
stingseq,alphagenome,0.43478260869565216,0.15267175572519084
stingseq,alphagenome,0.4444444444444444,0.15267175572519084
stingseq,alphagenome,0.4318181818181818,0.1450381679389313
stingseq,alphagenome,0.4418604651162791,0.1450381679389313
stingseq,alphagenome,0.4523809523809524,0.1450381679389313
stingseq,alphagenome,0.43902439024390244,0.13740458015267176
stingseq,alphagenome,0.45,0.13740458015267176
stingseq,alphagenome,0.4358974358974359,0.1297709923664122
stingseq,alphagenome,0.42105263157894735,0.12213740458015267
stingseq,alphagenome,0.40540540540540543,0.11450381679389313
stingseq,alphagenome,0.4166666666666667,0.11450381679389313
stingseq,alphagenome,0.4,0.10687022900763359
